y_train,svm
1,0.8569121120217593
1,0.6103367774749421
1,0.8117232419425414
0,0.3005129632855807
0,0.11062590499727254
0,0.10801550531402306
0,0.31085504122888413
1,0.7882681520791721
1,0.8134758218713394
1,0.7189404498145895
0,0.5814985988447514
1,0.914044650912081
0,0.21632951659398666
1,0.7560632396235597
0,0.24200010204560835
1,0.644950334447961
0,0.5153840076505667
1,0.4023149414766483
0,0.257069617337468
0,0.16994028539327166
1,0.6424284680243945
1,0.37706039349693393
1,0.6907820226114072
1,0.5103960048110677
0,0.5102683598067863
0,0.21754432440947633
0,0.2414332194136678
1,0.8002903110701256
0,0.34754284811305536
0,0.6932201812087551
1,0.7196639661132734
0,0.6461423717881573
1,0.8431865888508429
1,0.7350319974626249
1,0.6480213571706791
0,0.479008432717515
1,0.4310558222336731
1,0.7862092809233606
1,0.9134386173466515
0,0.6938806039460772
0,0.6272593479877665
0,0.5126005314909653
1,0.5158074527608867
0,0.516441699660684
1,0.6152839280012746
0,0.6363430509617407
1,0.772948780792933
0,0.11661532221173819
1,0.5587280234608571
1,0.7011204295890431
0,0.13990560272045952
1,0.779250474217013
0,0.566288272872367
1,0.8023643129219767
1,0.9500636399103632
0,0.20215853338306516
1,0.3139939987067308
1,0.3922298834633971
1,0.8441160529694465
1,0.8839908534859255
1,0.6381849067798268
1,0.7721723394138253
1,0.21582672812182993
0,0.2159993670101663
1,0.5608151359003947
1,0.337319448045039
1,0.8246138387843163
0,0.3863201655950762
1,0.8539023811419263
0,0.30164734030629253
1,0.8014933570755117
0,0.5348620058563224
1,0.8902691911190493
0,0.36986244830681325
1,0.6802512743193417
0,0.6866999340695392
1,0.8718869313239317
1,0.7270908760430858
0,0.7016906554910711
1,0.770680110670184
0,0.1406084728849525
1,0.7409358318676232
1,0.6588959098858439
1,0.7213266144309092
1,0.7014251733192227
1,0.5135743521987507
0,0.317635726867977
0,0.4057076647609291
0,0.21134447884483165
1,0.4932533350090494
1,0.20110423948415668
1,0.6789939188909915
0,0.6067513181336577
0,0.23984001347572187
1,0.7253129562798623
0,0.6879495698192741
1,0.4931065131234908
1,0.7518236986061047
0,0.640378364587723
0,0.5416240249252616
1,0.5468890533113435
0,0.13630622114027185
0,0.13905233628846453
0,0.12143242747306031
1,0.5310671061128005
1,0.9260372630063166
1,0.8399468642484358
1,0.8663022745234805
1,0.5832328410091919
1,0.7392077444758356
0,0.16195083488319512
1,0.819345559063413
0,0.5174566111746572
1,0.8205149478451657
0,0.4270148569369177
0,0.37611177378133664
1,0.8932597733872013
0,0.5787076587955182
1,0.7573865096863248
0,0.5973604977801199
1,0.7284518958856775
1,0.6622453250946219
0,0.8440491986763474
1,0.4650266439780475
1,0.832377676709394
1,0.7659674775167458
0,0.394538041944341
0,0.5235612007488789
1,0.8380390339542574
0,0.8968051217735312
0,0.707768311702102
1,0.8986510510791808
0,0.5
1,0.1377198426458231
0,0.7318902162784832
0,0.10088397418120021
0,0.29669405132677945
1,0.7228402342063086
1,0.7928096564264112
1,0.8526649537935093
1,0.6705115474528205
1,0.33685477821990695
1,0.543507845429759
1,0.9908940391819095
0,0.5968668180411206
1,0.7619958549295643
0,0.4764845940974596
0,0.5754235334272059
0,0.5320190780650007
1,0.9194948883385471
1,0.795171521500159
1,0.6465961032820994
0,0.5
0,0.6619667525917152
1,0.7399928120264766
1,0.8626054192492643
0,0.2625831225510532
1,0.7709960323047028
0,0.26416500543288524
1,0.7201613158444462
0,0.41578884936099114
1,0.11739745443710463
1,0.7684323946944605
1,0.804580944859186
1,0.43272747749783663
1,0.33832356879318154
1,0.8704922071274657
1,0.6902103651599767
0,0.5
0,0.7468508989278675
1,0.7882063334479222
1,0.5091000414897517
0,0.12686536406111926
0,0.29935159207709894
1,0.8459272241375997
1,0.7300139000352401
1,0.9710356956226508
1,0.2865588253802114
1,0.7044649306092049
0,0.12823162151218612
0,0.15917912393608138
1,0.6412661735049594
1,0.7259244863627233
0,0.8549884775553804
1,0.5177372410151927
0,0.7626438031244048
1,0.5835570681241014
1,0.7699473343439825
1,0.5
1,0.27862178854841035
1,0.8216594058899613
1,0.7327026573158407
0,0.09340898902043467
1,0.9424951305783553
0,0.6934759104657979
1,0.8704545682466444
1,0.7650073783901491
1,0.44877612684500123
1,0.4006029459954619
0,0.6712867154973747
1,0.6303300563107715
1,0.5265975984142739
0,0.6525921587768417
1,0.5945699983687844
1,0.5707733945873575
0,0.5115168636499676
1,0.6541367256629229
1,0.7806435709911945
1,0.14621658453736092
1,0.7285861874725331
1,0.6289884919988904
1,0.7010223871005062
1,0.6732184913954342
0,0.8517372182724955
0,0.33742954812333703
1,0.9772947869083186
0,0.5614260950438831
0,0.7109639850960183
0,0.7764362530821565
0,0.5410242875285678
1,0.7381141439186356
0,0.08946682979405562
0,0.38133273616960184
1,0.5655013603403906
1,0.7692167289494142
0,0.6419945328009292
1,0.7774972157877841
1,0.8304474332701314
1,0.395092562957326
1,0.30183468738176167
1,0.8557076480320013
1,0.7060167116011729
1,0.9178224579660755
0,0.489958523673023
