y_train,gbm
1,0.937146182865475
1,0.6298647982306531
1,0.8335614882218199
0,0.33117620647439244
0,0.24532442598127116
0,0.055241065362223465
0,0.1705901130946169
1,0.8161495634285597
1,0.8373388288654813
1,0.6543570742177097
0,0.2030707661168814
1,0.9253786249854223
0,0.08550150069668923
1,0.9112750472767112
0,0.14727681578190804
1,0.7505112516389515
0,0.6465054790116707
1,0.28006244243439815
0,0.16144123619738873
0,0.08972797209962272
1,0.4374257224037129
1,0.5400740236199773
1,0.578899660051308
1,0.7529350568995556
0,0.41186956525946883
0,0.28845662685755985
0,0.14481982566842133
1,0.9745732444075637
0,0.3025865041751785
0,0.5326624502375874
1,0.71452048740389
0,0.8683468643089772
1,0.9207258464495711
1,0.7778017141302915
1,0.7936416206496512
0,0.5945980366627837
1,0.5690551306034306
1,0.5916466246179738
1,0.8748962457683055
0,0.602520985684654
0,0.5112266363612457
0,0.6904630465911691
1,0.6917608899623899
0,0.8464685012301006
1,0.6518947871141348
0,0.4503093359306328
1,0.7365624812869471
0,0.1762051369456792
1,0.7690235012960824
1,0.5902303358895592
0,0.05606706583378061
1,0.9672471937767562
0,0.5950347464724299
1,0.9094904115358414
1,0.9067385846094802
0,0.2131505204478544
1,0.17599855287562588
1,0.36542680042357034
1,0.8979468250755658
1,0.867999472404918
1,0.7102068053336438
1,0.7115124575774228
1,0.13332616711831008
0,0.09312183214319633
1,0.7303271990129502
1,0.4542673245594586
1,0.8405684466571234
0,0.5899739765881947
1,0.8145807119075722
0,0.4595546005277799
1,0.6746773436144504
0,0.7149934683133244
1,0.8931608190114803
0,0.42400183174193273
1,0.8073456843270262
0,0.5078226677833181
1,0.9225647675276339
1,0.8492707123266996
0,0.235359908556301
1,0.9410844988611573
0,0.10180200397668764
1,0.7476629499190489
1,0.6189559302790147
1,0.7655810297237142
1,0.8258244012302393
1,0.6757653931196504
0,0.359834571485317
0,0.33107871253534427
0,0.24394447967372876
1,0.3212841902742193
1,0.13873996125045135
1,0.7245837443359429
0,0.8814245348083208
0,0.07840360839513787
1,0.5685270316810327
0,0.7199197419066926
1,0.45855993883010193
1,0.7931629678401101
0,0.621715470290565
0,0.5387367458121786
1,0.5343546854398414
0,0.3210248129335055
0,0.10330117345748813
0,0.07815714778728337
1,0.5405445322916871
1,0.8598454918441983
1,0.8872025282321734
