y_train,svm
0,0.21782525583352583
1,0.5329157325985951
1,0.36224466778391556
1,0.8383992429602
1,0.7659563146371057
1,0.6865889589319133
0,0.45535299230307
0,0.19064095847192228
1,0.7364435661837255
1,0.8145982143446183
1,0.7118903144230756
0,0.27384320713760557
1,0.30373354539892544
1,0.8762752761999262
1,0.6327226748778446
0,0.6508697994458476
1,0.8136429739260734
1,0.8098131011232887
0,0.16702807803840072
1,0.6082303681940575
1,0.7772817674274966
0,0.2716142001492633
0,0.40795959671527643
0,0.7920259275519577
1,0.5484134020715213
1,0.6261276670276992
1,0.3660234544687382
0,0.18723896446160038
1,0.8474917958960504
0,0.21761961323918652
1,0.8475366928781795
0,0.5
1,0.4424548657960677
0,0.39878486486654424
1,0.5078161104033179
1,0.38819789033613766
1,0.9028328960197309
0,0.194794118320311
0,0.33651876101413375
0,0.6852631602514516
1,0.6224967556114817
0,0.6045738710295514
1,0.46752683255596367
1,0.6294334054523312
1,0.8657392281287829
0,0.5851492357947558
0,0.11442618730933836
1,0.5988168077765829
0,0.2793940607237599
1,0.6497950153827808
1,0.7982308270602274
0,0.6641657378376329
0,0.23511764160865842
1,0.6770380911518677
0,0.7131209926094689
0,0.30003515040710516
1,0.8397091484771833
0,0.24767212818299494
1,0.7954184439126321
0,0.8589170104681689
1,0.4548544507676327
1,0.7692945546056422
0,0.25942376132142053
0,0.34643501753186223
1,0.6160819116187616
1,0.789100278313517
1,0.5881683715263019
1,0.5465555834690669
0,0.2835308024584026
0,0.17316204246710262
0,0.19933866587590474
1,0.945449711546103
0,0.49372217268332497
1,0.7793606236753197
1,0.7033095014843086
0,0.7545495565658087
1,0.4544775819855804
0,0.2249889627439396
1,0.8704134795878739
0,0.30293098360120874
0,0.277746649056724
0,0.2927432381937624
1,0.7555758841802697
1,0.5935979651698053
1,0.732580883232888
1,0.6659774950343923
1,0.5702950540014023
0,0.43366102084297564
1,0.5835932610842534
0,0.303770423482256
0,0.28960279108890485
1,0.9707089534590493
1,0.5991066604296721
1,0.7105366694919515
1,0.7180832349898509
1,0.30790044538288597
1,0.439219348662317
1,0.8681908820862723
1,0.8985032277008997
0,0.6478064575470128
0,0.6209241593655477
0,0.5
0,0.32059975097015275
1,0.7841614583619576
1,0.792473791698817
1,0.7077479697873545
0,0.8056099416441512
1,0.38786697602726333
1,0.3023222825235447
1,0.8485196874246266
0,0.2575753507850168
0,0.26467843582862777
1,0.7324903477615853
1,0.692145368044057
1,0.5675096708355148
0,0.5296757694078726
0,0.3614610575216756
0,0.7905098669528644
0,0.47554675565018745
0,0.36977340959506116
1,0.31705291641224703
0,0.12738982818802158
0,0.6803360812091819
1,0.6746489548372337
0,0.38849647287431577
0,0.38807651944766774
1,0.6154244753067052
0,0.8049262595622342
0,0.48204869083024565
1,0.7790726901161829
1,0.4943904470721802
0,0.7263066072959725
1,0.5200743855706944
1,0.2088791631885946
1,0.867798473360381
1,0.849376351134434
1,0.6554888031064928
0,0.6203540437985525
1,0.5108137332877667
0,0.25719600697321715
0,0.7034047216313464
1,0.7951579098714381
0,0.2974733024960557
1,0.893103135802779
0,0.4206915820907608
1,0.7537838617837159
1,0.6062836405175519
0,0.6753415950060866
1,0.5142718266108988
1,0.8027622544929887
0,0.7007314644451152
1,0.617454679880569
0,0.6872485227823699
0,0.37551674053790945
1,0.5279848197639417
0,0.5391236171658897
0,0.6384246406381748
0,0.2846506039646555
0,0.26457870671224487
0,0.29645122947356506
1,0.36563211842466065
0,0.30462677190306514
0,0.19391850776665978
1,0.6654334633272707
1,0.513084101658196
1,0.6546973194994631
0,0.43167830195721163
1,0.8855679667368161
0,0.3059454161777426
0,0.3033109739984275
0,0.26466251285898895
1,0.3541391086890163
0,0.7132652634223062
0,0.8460180979128116
1,0.7066016680199679
0,0.7301645963574399
0,0.6209754496715104
1,0.904621476796973
0,0.6139126945810452
1,0.8516347392853875
1,0.6148463239352885
1,0.8386635214233712
1,0.8805596344177289
1,0.2515362561340228
1,0.20203636953856122
0,0.633681598377647
0,0.6213727459783286
0,0.32838592652829834
1,0.5
0,0.6496564772940688
1,0.9276689985862316
0,0.11260851056398669
1,0.6846511059028438
1,0.9137854285575019
1,0.7440072797316777
1,0.721577018769875
1,0.8909320883969167
0,0.6833919048715732
0,0.3701950246036396
0,0.22392643662106212
1,0.648301095300099
1,0.29903460215629396
1,0.9704458794134175
0,0.9215227770731609
1,0.5287824103032691
1,0.6764579851832245
1,0.6711635891867489
1,0.7056157578435238
0,0.3380083370138509
1,0.4878736387026584
0,0.27458671369371823
0,0.8632968863368192
0,0.4477444181897716
1,0.6550507121672698
0,0.5683159199833671
1,0.6872755780953991
0,0.7613497401940266
1,0.9090969944459109
0,0.2645839486332221
0,0.3362306569985205
1,0.6817256290161257
1,0.8116809310141114
1,0.7448960436821535
1,0.7413628174835559
0,0.6176034117021049
0,0.1021887742717003
0,0.5762833179686067
0,0.2965169983415646
0,0.10305313981213354
0,0.19469828468951894
0,0.25856040264793645
0,0.5207665095335214
1,0.7850709251618875
1,0.7324184368177921
1,0.7235832351252032
0,0.27738677395952416
0,0.6926861735192096
1,0.7885240995074092
1,0.9612008394588236
0,0.2785568323204552
0,0.21904697473531717
1,0.6105024930091396
0,0.4600596272714007
0,0.2983455361501998
1,0.729312464533986
1,0.46386846108384844
1,0.18418227559737313
1,0.6279372538665432
1,0.7535992021239999
1,0.6331336144377442
1,0.7782971080482318
0,0.2529802943225597
1,0.8856037153048089
1,0.6702006163157564
0,0.1461020908068999
1,0.42029748326457783
1,0.46840064313141183
1,0.8213319513630462
1,0.6993724583568058
1,0.951099358836824
1,0.3827077532807221
0,0.14941813030996948
1,0.27638352585311904
0,0.7158987987426374
1,0.7323969986639927
1,0.32263754395123523
1,0.5891893540470902
1,0.37147058541109573
1,0.37914798946777173
1,0.8639858703486113
0,0.7080036296756161
0,0.25788333274010355
0,0.5
0,0.6997174441809808
1,0.881689125588185
1,0.5492835030922355
0,0.5587250578885047
0,0.24191584118911658
1,0.7701296484764877
0,0.1970918785362012
0,0.5984595566166837
1,0.8230369792542528
0,0.16048428036285894
1,0.6538120519675736
0,0.2463624566817779
0,0.7135342416691739
1,0.8003425461351309
1,0.8385594980907486
1,0.2634014744804465
0,0.5765734094967092
0,0.4904075493786613
1,0.7537556022188103
0,0.29296570485710904
0,0.2634401951530218
0,0.6127881361182492
1,0.6829064817204413
0,0.6136228164609675
1,0.7247879651464404
1,0.7402030395154091
0,0.46991346997800953
0,0.8592558411728345
0,0.40670550728201194
1,0.9007348707669217
0,0.8751127307402377
1,0.8502264132125347
1,0.7244099025863331
1,0.47661021640769885
0,0.5938610192400856
1,0.41866230816952943
1,0.5602830122232181
1,0.4663653307120929
1,0.9216370004642694
0,0.4082811407552823
1,0.6094279749410213
0,0.2045154379192927
0,0.509076579419459
0,0.2832421117872507
