y_train,svm
1,0.9149848605554348
1,0.6048125152175327
1,0.7946537817108918
0,0.3341287460193555
0,0.15344239523983982
0,0.1204226802079885
0,0.2646895174991383
1,0.781624330882428
1,0.7898358549221415
1,0.725235447072918
0,0.5489821156493295
1,0.8844450857592043
0,0.10692014730884633
1,0.7081801713689979
0,0.35270151305545216
1,0.7911716826298412
0,0.2552933295856318
1,0.4746405039969132
0,0.24394541594493155
0,0.20904685526503428
1,0.6504602066125493
1,0.4787168967930091
1,0.6362525635442554
1,0.5178615634190675
0,0.5405114630881117
0,0.2231187616114892
0,0.2364584520054877
1,0.9353344290940275
0,0.34365425295971574
0,0.6716441691430048
1,0.6887569554281415
0,0.6610046253255334
1,0.9451477042330061
1,0.7845615423578206
1,0.8544789373873326
0,0.5201966192185633
1,0.5177070153384649
1,0.9568139328102001
1,0.8722330167787519
0,0.6770757390783007
0,0.5506920309322353
0,0.5288364104569807
1,0.5598056678333381
0,0.4859162414968358
1,0.6519590800288501
0,0.6038304079866605
1,0.7727597411624958
0,0.1368879422709481
1,0.5
1,0.6941718398107025
0,0.1475734796441729
1,0.9793734145365803
0,0.6065107069937752
1,0.6865448152184471
1,0.9544280209049986
0,0.2646237822036088
1,0.3352610161253559
1,0.3956796037353913
1,0.6864328555177743
1,0.8529794028829193
1,0.6481051996450843
1,0.7698422958529941
1,0.22508579388333283
0,0.22306773236467217
1,0.5778819148113344
1,0.3297103030581294
1,0.9091373425690257
0,0.4260022674863444
1,0.8760973150513892
0,0.4130423561738053
1,0.7565365800938474
0,0.5790939795821004
1,0.8798499769255588
0,0.38440162213704077
1,0.7253204060716725
0,0.7103624249165508
1,0.8783957273542665
1,0.7260466981280661
0,0.45808897557386546
1,0.7816480713869975
0,0.15706171625655568
1,0.35268731015170546
1,0.659892167573541
1,0.6578162799475089
1,0.7272158026596606
1,0.5146719197939275
0,0.3390616986936624
0,0.4056351471362957
0,0.20180608026977764
1,0.5225234438388826
1,0.22915943260434377
1,0.7218661015049077
0,0.5997346233238336
0,0.27631834097848823
1,0.7071239615210865
0,0.6899049447595722
1,0.45051621444596157
1,0.7142727471830981
0,0.6029320124002154
0,0.27454754560488576
1,0.5455428076478959
0,0.1785010444869041
0,0.2782433484112409
0,0.1489790972334845
1,0.5654509249046875
1,0.9076989114080887
1,0.8432857879624421
1,0.8877794182840807
1,0.5535176336455135
1,0.6902828253153243
0,0.17301688530764694
1,0.7616988612740282
0,0.5478882628746988
1,0.7923813337216511
0,0.4123459316948993
0,0.4013150496068121
1,0.796736281175769
0,0.5
1,0.7565931765404473
0,0.5649303690883571
1,0.79044298547071
1,0.6834362218401892
0,0.8207904768968121
1,0.5485373799147826
1,0.8003180507793096
1,0.7752726648453543
0,0.45237942636510603
0,0.5127892286468393
1,0.8257907435653665
0,0.8963582443898274
0,0.6008640565484887
1,0.8650616530068024
0,0.5
1,0.16610721092776493
0,0.6388427887260345
0,0.12950065547479406
0,0.41864880699551815
1,0.9353269508538691
1,0.9312540015213776
1,0.8629813628066274
1,0.5394794521348013
1,0.36401214256483705
1,0.5630533964511821
1,0.9852896835229412
0,0.5362278029060052
1,0.9402271547607489
0,0.3698632010934948
0,0.550848643463742
0,0.2646310013143362
1,0.8937036928680636
1,0.7980860991555601
1,0.6938817289768084
0,0.4660086999503785
0,0.6307404185384484
1,0.7325480080918685
1,0.8251895447788367
0,0.29788059058458716
1,0.7765725375481369
0,0.4548881668077619
1,0.6652974210101836
0,0.39028400620988657
1,0.24435255025176128
1,0.726529706505085
1,0.8046855570797109
1,0.4838056226127194
1,0.43271653277444067
1,0.8487612428925893
1,0.6815130531484547
0,0.48511548719813297
0,0.4682260483221426
1,0.7794064803364236
1,0.4856492584567342
0,0.19459863842326294
0,0.3704089996650551
1,0.8694986538757012
1,0.8869850612562119
1,0.942991468509117
1,0.1268914199408512
1,0.6976364798245147
0,0.2866665779452964
0,0.17538521160027584
1,0.6537323261716524
1,0.7325706364285709
0,0.852065158698964
1,0.5
0,0.6460991499682126
1,0.6338521356787876
1,0.5746489304948114
1,0.5823236562342726
1,0.2902545179914497
1,0.772923251142902
1,0.724312323699072
0,0.15306195048090607
1,0.9466948326468987
0,0.7149915742196185
1,0.8225033832108262
1,0.7653027514306191
1,0.48845852708432796
1,0.4090672135435982
0,0.6247243209372041
1,0.6069764785790357
1,0.6956410522422742
0,0.6693176998844842
1,0.6252481031593954
1,0.6452836899373704
0,0.5191813208433543
1,0.6823243279989231
1,0.7425046697868823
1,0.18533804646475585
1,0.7796425444874939
1,0.6662896920296855
1,0.6547766259293254
1,0.6702698466952584
0,0.8175739063023328
0,0.3859098072369169
1,0.9850252976646454
0,0.5948112555821272
0,0.6398447824308418
0,0.7072087063630087
0,0.5678344469322828
1,0.77488937261243
0,0.10392530863717168
0,0.4607402433883567
1,0.5912986054408609
1,0.8234901506683873
0,0.6245629395461182
1,0.9229267398814103
1,0.8088979626117329
1,0.6380400477964991
1,0.2991578966055329
1,0.8485020950018858
1,0.7231482570329897
1,0.9153101837026574
0,0.3716249846359956
0,0.5385487515151469
1,0.7570651703054886
0,0.5540985583158327
1,0.8780495275054682
0,0.7922518482789244
1,0.8356766258721421
1,0.8665711794447627
0,0.4875641930796407
0,0.24628245157348624
0,0.644702201691469
1,0.716262138883434
1,0.3368296727265897
1,0.7544007679631937
1,0.7270043805082071
