y_train,mlp
1,0.5338496529436416
1,0.4916167570334358
0,0.39423928505022404
0,0.4928113269352714
1,0.5099325244421968
1,0.5029938370300365
1,0.4336472214953418
1,0.46758864543763484
1,0.5805003764538759
0,0.3408938322058296
0,0.49526399285093703
1,0.5351594979025192
1,0.525731031295063
0,0.6206914953951035
1,0.5530890796482221
0,0.5713424160884694
1,0.4883504952166089
1,0.48645792470797866
1,0.5011113414728741
1,0.45368891192248717
1,0.5629912894756463
1,0.5076586228567758
0,0.314137750536391
1,0.6964064025102406
0,0.49181988059887755
1,0.5122470172383001
1,0.5106428638920414
1,0.4175413026779649
1,0.47703286989426974
0,0.5104081369230923
1,0.45396556371831226
1,0.6688163155934951
0,0.6137546392280592
1,0.5217744327844821
1,0.45319807013493363
0,0.40974989979791765
1,0.47232112341651056
1,0.6328680955132238
1,0.3839220382472115
1,0.588998485190221
1,0.5322708258533166
1,0.5786139483738599
1,0.5458531006337304
0,0.49659208873201494
0,0.41945956561217296
1,0.7852147762837689
0,0.4634452011293016
0,0.49201679851533925
0,0.5967591291789041
0,0.4578720443983522
1,0.6378034863890467
0,0.3564208784674725
0,0.40770482969095356
1,0.5577716168280512
1,0.6336910576566387
0,0.5143652360665905
1,0.5167804674752897
1,0.5871723726820919
1,0.5664946922054807
1,0.42580685140964586
1,0.6376267479913141
1,0.4945589391715926
1,0.6063306248567498
0,0.5718031806479877
0,0.4812386306564146
1,0.5103455140686972
0,0.5536454258307376
1,0.5965610131907451
0,0.49100887108479335
1,0.5416334230941726
1,0.5372277094691124
0,0.4903874785493214
0,0.3650722761898467
0,0.539568234160382
1,0.5900031571625401
1,0.44461594361851553
1,0.5052510849818207
1,0.548268759459415
0,0.4379593738195198
1,0.6281144629720663
1,0.4851419149820094
1,0.4927837630204455
1,0.6267856793652894
1,0.5628011134171336
0,0.41072793663105184
0,0.37912628442822494
1,0.6613742078189933
1,0.48198481721267994
1,0.4826644183199094
0,0.5668428200148383
1,0.4828152579182017
1,0.4310220227091756
1,0.5058760430839863
0,0.5628435133837759
1,0.6372803219080191
1,0.6291021944971811
0,0.3518639915132953
1,0.6599183583274045
1,0.5851353889466346
0,0.4140516972533593
0,0.357607258960286
0,0.6990595101509832
1,0.4812569242446635
1,0.5680946468964458
1,0.4665943181226179
0,0.3652976862863404
1,0.5850083956765108
0,0.42133065490440635
1,0.609600444076711
0,0.5422703708666186
1,0.4985064365632555
0,0.4958499895274303
1,0.5228302426107296
1,0.5064893305293697
1,0.5704366393915009
0,0.35028817487961844
0,0.4449263963496894
0,0.5388419268878829
1,0.5510787477105348
0,0.8583952284894425
1,0.5772862512715718
1,0.5345098751409522
1,0.6719046021421712
0,0.5383511744224975
0,0.31337187011336726
1,0.49842070934845856
0,0.4442617776237261
1,0.5591094196683771
1,0.6112243748859271
0,0.5022176482391362
0,0.44866751453407067
1,0.45608013180923296
0,0.506764405919253
0,0.46597074780864656
1,0.6250632879525542
0,0.43325991583942625
1,0.5932939555676725
0,0.5122948367945336
1,0.5021615002505201
1,0.5712863871815056
0,0.47747392507447306
0,0.40681102738326175
1,0.4668893106605635
1,0.5988326611759687
1,0.5365113233207663
1,0.41238148666060287
0,0.4000650071401839
0,0.3876604796214974
0,0.30885885554985165
1,0.5639608414099813
0,0.3895024474517425
1,0.5439670392252135
1,0.5454723991057963
0,0.5329061296907945
1,0.4415488420978542
0,0.35881709639057635
1,0.6160168247439333
0,0.43336904708100804
0,0.4417803659256578
0,0.4446743854668719
1,0.5611902488250091
1,0.5088272516117188
1,0.6733343376950668
1,0.5555307759741513
1,0.4652411773277453
0,0.4581447948175631
1,0.47391840854992817
0,0.4431036293109224
0,0.41314185285555316
1,0.8331687279408894
1,0.5032874459232606
1,0.5160272239866724
1,0.40784372129446544
1,0.40978881089626906
1,0.49288367696166946
1,0.6962553219238402
1,0.5758604130433586
0,0.5720534882601024
0,0.6038346426445608
0,0.5062118169925873
0,0.44456022260212724
1,0.6074852716090254
1,0.6140546544578459
1,0.4758014120881836
0,0.5929190269130898
1,0.42885770054406713
1,0.3853804012661639
1,0.5759649506498211
0,0.38457988583118374
0,0.4443117287362229
1,0.45765919090566004
1,0.5313471109143245
1,0.4539647318169416
0,0.47459735823951
0,0.39101907457110213
0,0.4846138128947134
0,0.48940805010674315
0,0.4182668119535285
1,0.6410043059289937
0,0.3059864437454252
0,0.4319468644225434
1,0.49587529015189075
0,0.44043986533672336
0,0.5297754319988329
1,0.5450714169592815
0,0.6534178384136756
0,0.44660403961647127
1,0.6195830162707652
1,0.48705369694920964
0,0.4874282669900435
1,0.4426971541781874
1,0.4360709907723825
1,0.6091189352094509
1,0.6564607319241889
1,0.48653112929177844
0,0.5057933345291177
1,0.5297715455669252
0,0.3743125824460286
0,0.5823802825830746
1,0.6764653373852622
0,0.46428423646576866
1,0.5841917789563263
0,0.4733999744924856
1,0.5466588513273012
1,0.3949251599980893
0,0.6447133580702066
1,0.48291318430254476
1,0.5570913122789573
0,0.6950656286411214
1,0.4630910284290324
0,0.5439215976815148
0,0.4445039576660266
1,0.3907246989827798
0,0.5518050227080162
0,0.5138849841345946
0,0.4921309403202215
0,0.4218144514798835
0,0.4620259730635835
1,0.4506741914629477
0,0.4069907690978957
0,0.365963682065089
1,0.5468273177938511
1,0.580018525515731
1,0.5130454202841314
0,0.45609234880762417
1,0.7450607342975577
0,0.4559797817321218
0,0.43207101007023774
0,0.3718908116485881
1,0.4093006259448785
0,0.5043586312996479
0,0.5642100646228873
1,0.5422417037321072
0,0.42749081977868403
0,0.582376079224226
1,0.4432247764194453
0,0.5091470296677245
1,0.5714450988904053
1,0.5059976949273248
1,0.6432050333758854
1,0.5259115119671193
1,0.5040605331798794
1,0.35429375152709963
0,0.564056246102957
0,0.5689420404409016
0,0.46177187550853993
1,0.5406144026819425
0,0.5048708658713014
1,0.45797960172991503
0,0.286163537654299
1,0.5147765613198141
1,0.665574052615587
1,0.49441668170649145
1,0.4831425456296581
1,0.5941436508595261
0,0.5070230967749648
0,0.33975488742129645
0,0.44998865762639184
1,0.5329783441352788
1,0.47629606021107734
1,0.5116086357437266
0,0.7362972778641039
1,0.5173848868109063
1,0.5420555096351464
1,0.5803010389154452
1,0.586315223141543
0,0.4305693663555542
1,0.43736327338169134
0,0.3534274235550469
0,0.5909272936384699
0,0.6653203036990083
1,0.47614306729508815
0,0.5737977996239285
1,0.5194494666550511
0,0.6486493118313633
1,0.5923556644287133
0,0.4366163707500812
0,0.4733070643368223
1,0.5231180900312645
1,0.563447072684085
1,0.5166019370058936
1,0.5624840119582338
0,0.5241599062673159
0,0.4014179351571736
0,0.5382053687846248
0,0.49207157947932517
0,0.38825438083133124
0,0.4420507807193542
0,0.4312650009482494
0,0.5020646832386891
1,0.5694705024291883
1,0.4887803314040284
1,0.5469752386924241
0,0.475572184898274
0,0.498552586156359
1,0.5361315539183584
1,0.6677611894690882
0,0.4582730813539954
0,0.42089998476855345
1,0.4758967504358646
0,0.4164799345477828
0,0.42001955550559783
1,0.45653060076672736
1,0.4238012597332357
1,0.3718120467969504
1,0.462014297960446
1,0.7786909853269194
1,0.5424020371919746
1,0.513702185251867
0,0.382551568118737
1,0.5186432518180494
1,0.515776538965403
0,0.43069429287765976
1,0.4607349167992413
1,0.46988270405735694
1,0.602205269292768
1,0.476790899245791
1,0.45103469526102635
1,0.6054331155843975
0,0.3815015390779814
1,0.4241579453457529
0,0.4234873011259687
1,0.42476403133094104
1,0.4218641400468163
1,0.5435021820416357
1,0.3753644438330718
1,0.48689880114527295
1,0.6251031946204658
0,0.5909778028257862
0,0.36488432430830936
0,0.42636574740158584
0,0.4923768938385015
1,0.5792634014820301
1,0.42385265548726947
0,0.4613620633419732
0,0.4471130410579827
1,0.491561224735945
0,0.4321291230875442
0,0.5069839279150768
1,0.6810513686188564
0,0.41994565321180527
1,0.5534150095614828
0,0.4303904949167602
0,0.5264343780449421
1,0.4513176027720495
1,0.5309178167071196
1,0.30312642978801113
0,0.4978343010613038
0,0.4780872333662228
1,0.6339329753863516
0,0.4129195029578826
0,0.6060536838742627
0,0.49785452529345253
1,0.44763426127245065
0,0.45600474504061994
1,0.6075627096609358
1,0.5216769105395176
0,0.48349687052519585
0,0.607443752370315
0,0.48387387909289065
1,0.5306106863034784
0,0.563109419192118
1,0.5920006549952159
1,0.6150894852988226
1,0.42382554197306893
0,0.47898337565651244
1,0.4280110956172013
1,0.5334550216775956
1,0.5296995495727441
1,0.48590841548041447
0,0.47228424953148845
1,0.4751899017486196
0,0.4274794102139657
0,0.46721408808463566
0,0.3594018888108828
