y_train,gbm
0,0.174933762038429
1,0.2908712449800849
0,0.26680002548829296
0,0.11177003347534886
1,0.7330064544995872
1,0.7574173051289611
1,0.667372510654415
0,0.29972943054290535
1,0.846407334246027
0,0.24271911532171428
0,0.18593228706400936
0,0.18163546963653118
1,0.6717301924662906
0,0.6346928960108734
0,0.7930962609237325
1,0.8124048601983073
0,0.549490260510204
0,0.7031851875178537
1,0.9162411471389611
0,0.4746648792044124
1,0.8522574653998111
1,0.4409843063454499
1,0.9201994320557341
1,0.8508864141309795
1,0.6204367691529317
1,0.3166004525427223
0,0.485677162662635
0,0.5657423524367379
0,0.2336974019558404
1,0.6777597224367705
0,0.689214606083987
1,0.8953268171745394
0,0.08825565822500052
1,0.52745575637501
1,0.849732173833518
1,0.6563693069894576
1,0.7235038888956233
1,0.9030662058862331
0,0.4928421963606855
0,0.2681514884748625
0,0.26109610114946963
1,0.8525926254025235
1,0.6075200567202808
1,0.9486407704335618
0,0.6892758121641566
1,0.5618842172858043
1,0.6880316466291199
1,0.7325884468807959
1,0.725787048890835
0,0.3503331476352785
1,0.47011777640184266
0,0.4074472721726212
0,0.8240026975478907
0,0.3603876341374017
1,0.8161143805572586
0,0.4368967824592318
1,0.6618222792634234
0,0.7905428876299913
1,0.9264085634320915
0,0.34714794395215093
0,0.24694132194912288
1,0.7978570477545511
1,0.9003321048001695
1,0.8531201404985141
1,0.818206118443454
0,0.6069116551393979
0,0.08605894575353272
0,0.4728153746415248
0,0.1452581151361028
0,0.09064383040828318
0,0.18386172786000504
0,0.13645049696118566
0,0.5728427310405018
1,0.857697605666709
1,0.9049837988326768
1,0.7777367722084596
0,0.1372344753797595
0,0.7024733173695115
1,0.7845662592003969
1,0.8695421188639106
0,0.22348896165617355
0,0.198678243785818
1,0.6687221597322214
0,0.4130950115382935
0,0.18637127151855068
1,0.7215540454265695
1,0.6673390885902555
1,0.2304115924999012
1,0.3730665508916783
1,0.7966414820793875
1,0.7065372251335444
1,0.8425705088019225
0,0.20430639106536702
1,0.9336121612829199
1,0.6956763491272234
0,0.09905840584571741
1,0.7743210379339199
1,0.5791860387579232
1,0.7638114383000127
1,0.689642749218745
1,0.8912653705318189
1,0.5635642978042013
0,0.20748720690042755
1,0.33662733298629177
0,0.4429728531146973
1,0.69659118235604
1,0.44793859124503704
1,0.627207752492636
1,0.40240231737165916
1,0.47310172500321107
1,0.8659717528931312
0,0.6704451108542402
0,0.23432128054698445
0,0.4609222652739932
0,0.6920907568374239
1,0.85394211387749
1,0.6018950554367478
0,0.5446431635828373
0,0.21697521701770317
1,0.9291341521685754
0,0.21688457808649858
0,0.6003119753536275
1,0.8208731220985557
0,0.08378260569042209
1,0.7272125105813241
0,0.11380241760791268
0,0.6098570839512943
1,0.9094993340101054
1,0.94105011923672
1,0.2975270945095131
0,0.36283069747136243
0,0.4247015222543595
1,0.8288054583806237
0,0.22692760845403823
0,0.21307070178086537
0,0.4641390443499415
1,0.8418746352449666
0,0.4474608729502708
1,0.6641792775625142
1,0.6386222842105945
0,0.2704572033611409
0,0.264540732145393
0,0.2644688473166392
1,0.860856179842697
0,0.7696545177048465
1,0.8624743825038881
1,0.7074861116178713
1,0.38306966958938815
0,0.6677196174236278
1,0.41289893405122946
1,0.6889300224780941
1,0.5337618839170749
1,0.8965935630082043
0,0.4252492622513354
1,0.7210050178699426
0,0.13803449342865748
0,0.2613730555905426
0,0.21859987628214483
