y_train,ada
1,0.6051129596260424
1,0.6312880198653498
1,0.6945598630401032
0,0.5236140317775559
0,0.19480285876211131
0,0.17650950619983646
0,0.42771476804827996
1,0.7271635389732807
1,0.6427520428942047
1,0.6455025586927106
0,0.41936450234631045
1,0.7749710456598141
0,0.3833415528294131
1,0.5608424227305325
0,0.3994892071897471
1,0.5568760328999359
0,0.47968961212472766
1,0.4695435666879371
0,0.3539102028869238
0,0.20011225043642844
1,0.4698208535405194
1,0.5260750576947936
1,0.4949171498859773
1,0.5030785100728139
0,0.5114841294310888
0,0.2495595640980168
0,0.2757859967885745
1,0.832334512252832
0,0.3890325475486964
0,0.47741870526961117
1,0.6693611321666697
0,0.5638523884107968
1,0.7091227559037061
1,0.571422955353207
1,0.6122669804726285
0,0.6619239606961467
1,0.5030785100728139
1,0.7092496449598572
1,0.8289904971499439
0,0.5493565345922742
0,0.5054164551222647
0,0.6377985454201011
1,0.5814637513571957
0,0.5643282460026979
1,0.49060130055558415
0,0.45316701873665993
1,0.7185912260599543
0,0.3662747776181034
1,0.5223311052171187
1,0.6455025586927106
0,0.40315022516618
1,0.7557954283177939
0,0.5500867576181236
1,0.5738117396852056
1,0.7749710456598141
0,0.4244984580405048
1,0.32406988527111313
1,0.4720557299106737
1,0.5592221507638768
1,0.8256415272060801
1,0.6377985454201011
1,0.6569430476680276
1,0.20011225043642844
0,0.26695786312867853
1,0.6377985454201011
1,0.5064082343568644
1,0.5819198595481155
0,0.5297943783551743
1,0.6242501331137856
0,0.48341262149885866
1,0.5209422361741769
0,0.6619239606961467
1,0.8289904971499439
0,0.4641528935683016
1,0.5195801240098774
0,0.4967911826058436
1,0.8178601446199176
1,0.6138454507063524
0,0.4881854843541725
1,0.7269882826299486
0,0.19480285876211131
1,0.554044835106528
1,0.6086279710735403
1,0.5644140463008616
1,0.7710294248021543
1,0.6314256565258893
0,0.4976246618511173
0,0.41936450234631045
0,0.17650950619983646
1,0.33751874381432007
1,0.3116500183316924
1,0.5291956813744558
0,0.7265374140872138
0,0.22228603833355806
1,0.7029040761449392
0,0.7073198325534091
1,0.5338564059148071
1,0.7271635389732807
0,0.4698208535405194
0,0.49154209664880244
1,0.604052138640057
0,0.2495595640980168
0,0.3539102028869238
0,0.17650950619983646
1,0.6377985454201011
1,0.8042365106712258
1,0.6572674192524094
1,0.8345020396326898
1,0.4698208535405194
1,0.6996771237423063
0,0.44696481412877465
1,0.5652022234376913
0,0.48173147143327866
1,0.8225237135750898
0,0.5570868441760498
0,0.49579094120417505
1,0.6138454507063524
0,0.501734671854078
1,0.6455025586927106
0,0.47817453576643204
1,0.6862043524762049
1,0.6720948185101141
0,0.8225237135750898
1,0.5236140317775559
1,0.7271635389732807
1,0.6794166099117792
0,0.3300680372643601
0,0.38300477303487807
1,0.7593188691126388
0,0.8289904971499439
0,0.5851105993236392
1,0.6258096340782903
0,0.5246609263514199
1,0.33205448727598713
0,0.46986448723828245
0,0.32466528952126467
0,0.46881077378433633
1,0.6566853267270157
1,0.5839098547494148
1,0.8178601446199176
1,0.5246609263514199
1,0.5332383143598065
1,0.38300477303487807
1,0.8807970779778823
0,0.6079142063136654
1,0.6558198249976948
0,0.4532958729264861
0,0.5033306790149386
0,0.4107528422836616
1,0.6685788518246878
1,0.6074021752582708
1,0.59443011037451
0,0.46141490333820157
0,0.5403879126648171
1,0.6794166099117792
1,0.7668843798537842
0,0.3176489707469973
1,0.8259199422668032
0,0.45610689136030835
1,0.6996771237423063
0,0.5045421303388549
1,0.35803376818015253
1,0.7730270146481291
1,0.7271635389732807
1,0.45164223767115286
1,0.46950753825350167
1,0.8259199422668032
1,0.6704368364739414
0,0.6089005528296989
0,0.5459252510060552
1,0.729379305089807
1,0.5026797901388296
0,0.39370431551384816
0,0.5570868441760498
1,0.5676119075020951
1,0.5698836426860008
1,0.8807970779778825
1,0.36274306066746176
1,0.4949171498859773
0,0.4520662383815811
0,0.20011225043642844
1,0.6740008446304384
1,0.6377985454201011
0,0.7271635389732807
1,0.5500867576181236
0,0.5704029637640494
1,0.7247273540480983
1,0.5533457566408673
1,0.5059786414128449
1,0.3412837651870553
1,0.7271635389732807
1,0.5563185270601179
0,0.3147058402746972
1,0.8452854365680146
0,0.7710294248021543
1,0.5970573345678425
1,0.7668843798537842
1,0.48365120910810283
1,0.41936450234631045
0,0.4698208535405194
1,0.49060130055558415
1,0.5662934200985623
0,0.6312880198653498
1,0.5030785100728139
1,0.38300477303487807
0,0.6303552311254736
1,0.38300477303487807
1,0.6011495333994712
1,0.32466528952126467
1,0.5537831364944135
1,0.45748492943698277
1,0.4949171498859773
1,0.500493930914145
0,0.8178601446199176
0,0.4107441042291116
1,0.8089707336596197
0,0.6704368364739414
0,0.5160226667129583
0,0.5952301120218906
0,0.5112699952981635
1,0.6838058377443615
0,0.21859707594806035
0,0.4650965449579578
1,0.6619239606961467
1,0.6740008446304384
0,0.5026797901388296
1,0.5966878258421857
1,0.7271635389732807
1,0.5476866014704102
1,0.4641528935683016
1,0.6685788518246878
1,0.6704368364739414
1,0.7073198325534091
0,0.4532958729264861
0,0.5030785100728139
1,0.5456524753513637
0,0.5198327618293406
1,0.8259199422668032
0,0.7710294248021543
1,0.5643873014798326
1,0.7668843798537842
0,0.7204160850045989
0,0.4644165535515893
0,0.6312880198653498
1,0.5537831364944135
1,0.4935559420147191
1,0.5730983374243421
1,0.6138454507063524
0,0.4693804081522277
1,0.5683549487840239
1,0.2954074839667937
1,0.5307861377713526
1,0.5729370075105628
1,0.6740008446304384
0,0.5570868441760498
0,0.17650950619983646
1,0.6074021752582708
1,0.8178601446199176
1,0.5893282493416332
0,0.5570868441760498
1,0.33205448727598713
1,0.657818805481856
1,0.5652630357295118
0,0.5838582150165699
1,0.6353447356803682
1,0.7251132592382857
0,0.22228603833355806
1,0.6246705507842979
1,0.8225237135750898
0,0.46147736444991816
0,0.3176489707469973
0,0.6019433830583013
1,0.6619239606961467
1,0.7204160850045989
1,0.501734671854078
0,0.410262878432372
1,0.8259199422668032
0,0.43348099186569883
1,0.6424857844252683
0,0.40590106302243917
1,0.6947282898652504
0,0.42935498527659655
1,0.4720557299106737
1,0.4143888787300866
1,0.59066336259439
0,0.2757859967885745
0,0.3032043405409305
0,0.6455025586927106
1,0.6455025586927106
0,0.5063654048559417
1,0.3103295465860897
1,0.6377985454201011
1,0.776336626855736
0,0.6418818991954879
