y_train,mlp
1,0.7114329729712857
1,0.44171126891639845
1,0.49149867706637274
0,0.33471908671275824
0,0.3957970404556791
0,0.3049622849973063
0,0.40193922565129386
1,0.622080108958869
1,0.6161789337300695
1,0.5799299278820308
0,0.5058146429284907
1,0.6924820053405906
0,0.29415694685935256
1,0.5814231983524459
0,0.44469957395815474
1,0.6057951036621823
0,0.4887344123697148
1,0.4804141207119363
0,0.37757017338797394
0,0.4361889473928436
1,0.5112191685335441
1,0.5473479893977605
1,0.5382788647884177
1,0.4662344961544579
0,0.49623446553783807
0,0.4415070897076602
0,0.3550124722656808
1,0.586106021925873
0,0.4586329707562766
0,0.6014415104257653
1,0.596443613772757
0,0.5562258305671958
1,0.6837234095013012
1,0.5954660939709424
1,0.5519097139412268
0,0.5394812072268635
1,0.49752535481832216
1,0.7334921219170641
1,0.6062195902340598
0,0.5142117750365296
0,0.4956364597385427
0,0.49638914967784464
1,0.5061995462347889
0,0.6074444114826582
1,0.5087635494262915
0,0.5401754874858096
1,0.6219930603581189
0,0.31229656313337595
1,0.6277185622152673
1,0.5709315213364833
0,0.302268960517889
1,0.78330759668915
0,0.5450858886608
1,0.5578455896864223
1,0.7499855824697955
0,0.33615534691455007
1,0.473422877961494
1,0.4701844066437644
1,0.5482092436937263
1,0.6290635215618117
1,0.5356595712008271
1,0.6288196299865467
1,0.4186120456763748
0,0.4216690421560909
1,0.4407945482408584
1,0.5007604837256576
1,0.6217780442665152
0,0.5065683715160278
1,0.6768876518477548
0,0.4248559162181021
1,0.6379002392917128
0,0.5118161507556662
1,0.7194754017114254
0,0.5051949605389385
1,0.6430004419413509
0,0.6004801428866458
1,0.6233199379288905
1,0.6273876666796342
0,0.6682059721679039
1,0.675833179023035
0,0.32044361588136977
1,0.6031021122922128
1,0.5136868635212293
1,0.6060447880772074
1,0.5447095606248464
1,0.5145644770980131
0,0.45261082358610927
0,0.44944588846638156
0,0.4466495437667639
1,0.48764766723275654
1,0.43258409104029233
1,0.5869304493302965
0,0.6191591771759151
0,0.3842972077414431
1,0.6056711820756737
0,0.570737440317066
1,0.4681124639773915
1,0.5363938167960592
0,0.596002172413371
0,0.42769410078643805
1,0.46553598509272304
0,0.41581674749959685
0,0.3913245613800954
0,0.38763153142405626
1,0.5078971865099332
1,0.7721041079345496
1,0.6214007055544877
1,0.7182246556171356
1,0.5229945467721001
1,0.6552941732340509
0,0.35949690120459105
1,0.6439504502311475
0,0.5181226365592113
1,0.6647753332054382
0,0.41705432533704273
0,0.38512444464457546
1,0.6120822952127163
0,0.5489992624246869
1,0.5850418657730138
0,0.5622820919834148
1,0.5518616937459927
1,0.5396876079821791
0,0.6732008335177285
1,0.4838290943451991
1,0.6082565891854879
1,0.6469584248759767
0,0.5330754832185894
0,0.47214828716381013
1,0.587914652752467
0,0.595966691288569
0,0.5788579093328834
1,0.7268940920931517
0,0.5599090958569923
1,0.38260409581088806
0,0.5441735394529669
0,0.2994051087536943
0,0.5236664476106904
1,0.8958402466499535
1,0.6738632123260255
1,0.7142951842000462
1,0.5430713160889332
1,0.348214717464748
1,0.5450749627383219
1,0.7526375154336791
0,0.5012229758197676
1,0.7409427053197056
0,0.4583045831764689
0,0.4712379569927747
0,0.5907332872349241
1,0.8285554495253581
1,0.6141584119628124
1,0.4619097074448096
0,0.40676722675581295
0,0.49882689511710576
1,0.6105003871319904
1,0.5914274194910242
0,0.36613211200244355
1,0.5565042040363194
0,0.46561393555006075
1,0.5852911242026554
0,0.5555443864576927
1,0.3422383957086599
1,0.6304847481662491
1,0.5792855777819347
1,0.4342996583991748
1,0.36550550009809313
1,0.6326539070107848
1,0.5454702633845628
0,0.532666546995803
0,0.4435089402696051
1,0.5744382958451286
1,0.5257978476144602
0,0.34257691852544114
0,0.5048349634469534
1,0.6209420402089834
1,0.6793214999256002
1,0.6588592878919887
1,0.37185887491701014
1,0.5883386360767805
0,0.3579705600999595
0,0.3890190713355011
1,0.662556270218901
1,0.5500685868559753
0,0.6111591755152215
1,0.5569032717706819
0,0.5350546791634283
1,0.5052043345768206
1,0.5668788103715172
1,0.5323663059706056
1,0.49082424967002225
1,0.5359109119594113
1,0.6240493864943213
0,0.30508533099156937
1,0.6945642418240392
0,0.6119833249383494
1,0.6792369460004587
1,0.5204272244287527
1,0.474060162112351
1,0.5081441883595214
0,0.4216821232542075
1,0.47822449320770244
1,0.6424128771979769
0,0.599633846767024
1,0.5233936177791172
1,0.5518123832686508
0,0.4336871886666221
1,0.6298213665488064
1,0.6148728773884704
1,0.3862966805359777
1,0.5920597733074825
1,0.59438134787387
1,0.5894758532283708
1,0.557053600502856
0,0.5614931254533303
0,0.41629148377068
1,0.7924331536230884
0,0.5422505645758837
0,0.5645089616841065
0,0.5734389296239777
0,0.46339786168584157
1,0.6356792506314664
0,0.3424041730470416
0,0.4249586944759763
1,0.5737061133771943
1,0.7734502069863255
0,0.5752824623475974
1,0.6336050298208574
1,0.5880976504261495
1,0.5671690864960124
1,0.40934832433839435
1,0.7098557970344328
1,0.5908985527509825
1,0.6171980692484801
0,0.5541924936528263
0,0.46197084166953933
1,0.6009949200420069
