y_train,cat
0,0.7641952816644371
1,0.8664798589053511
1,0.5843118570733902
1,0.758198622920784
0,0.014659860369820974
1,0.9927826347221642
0,0.12359301142173851
1,0.9985440986271653
0,0.24313242900937246
1,0.6675307952969752
0,0.42767461155620395
1,0.563697661043577
1,0.49704266634218175
1,0.9883791127071223
0,0.017782660441465387
0,0.06831465557989293
0,0.9700685373648887
1,0.3524957160591001
0,0.36458137319992173
1,0.4628945474281967
1,0.3975937922424482
1,0.9650962961841582
0,0.9397707819322081
0,0.01705691037440134
1,0.8783675911931259
0,0.8492567578333369
1,0.9088254384263664
1,0.8699290881937696
0,0.9222611904608903
0,0.1256654698180354
1,0.7414573892441391
0,0.6046778630879371
0,0.37691469061974076
1,0.9069704799777671
0,0.011077572500336447
1,0.9907792416866259
0,0.5493974225064251
1,0.3952477360782918
1,0.9462739541277811
0,0.8645430835045894
0,0.10394313162169294
1,0.9143718194865282
1,0.8559362681430613
1,0.36245511343241005
1,0.5744685694236099
0,0.07948149823549515
0,0.21894365694181167
0,0.004186304343891077
1,0.9955522274118865
0,0.7011180205745736
1,0.6735757503235257
1,0.22933706487247785
0,0.8367189598234935
1,0.8884136422227894
0,0.008210095468778135
1,0.9710605152161783
0,0.020047240181826225
0,0.09541432253623179
0,0.05128256699852764
1,0.5434086389959714
1,0.10912944409987153
1,0.9542265344769689
1,0.9992904316149819
1,0.6873018526521913
0,0.30947087339041623
1,0.4136847359721042
0,0.021373241943675104
0,0.04293252374129439
1,0.9993057892005092
1,0.3164853236162939
1,0.26365053871063826
1,0.9683372712222681
1,0.11516951532361581
1,0.270049077266463
1,0.9958931838002457
1,0.9917809926208638
0,0.7588922900646046
0,0.7377697942681691
0,0.5320780808649004
0,0.0759956130829451
1,0.9795095447256779
1,0.9559398258740764
1,0.6922801468522057
0,0.9755116092438754
1,0.5789759238684326
1,0.03650131904391152
1,0.6399203973799829
0,0.22592005803707377
0,0.1302780669930014
1,0.6505203901304263
1,0.7361270080797673
1,0.027211699994008128
0,0.7552304429021384
0,0.06821003283307471
0,0.8527940066762921
0,0.3287144008989029
0,0.43023283320070305
1,0.05838335559156784
0,0.003389478444528218
0,0.6542101426157774
1,0.8322427621886673
0,0.4389475634888411
0,0.5657877862599228
1,0.2331696641080344
0,0.35270154233606044
0,0.5234923629954895
1,0.981151042898382
1,0.6788518305645865
0,0.8195935161844343
1,0.9713509166348109
1,0.28389308346114367
1,0.9855854869449435
1,0.9965703692243897
1,0.7116800952299117
0,0.8219864724036104
1,0.9242306819113947
0,0.002028743498264563
0,0.9820324583531822
1,0.9433038300694531
0,0.5767582272365359
1,0.9878154899596916
0,0.0736832812221199
1,0.9170264300041117
1,0.5403385415878714
0,0.4230622283668698
1,0.26349684694281594
1,0.9431469247239319
0,0.8477473112680192
1,0.3394263342338983
0,0.7049338775743251
0,0.16098558867119123
1,0.8745971403619259
0,0.26326443980412556
0,0.9363555578445738
0,0.05804480309361611
0,0.10438547088521379
0,0.030532389158614597
1,0.054281298986140016
0,0.08702584855119452
0,0.012860376483340328
1,0.9981687703376306
1,0.9267894087419541
1,0.8558894967710217
0,0.10277341910384809
1,0.9998729903563789
0,0.10075496990818977
0,0.0675378189873277
0,0.028302933935679606
1,0.6325388088574033
0,0.9204712812413679
0,0.9748885177162367
1,0.9750864766071216
0,0.5542810115339916
0,0.9967829963835468
1,0.9952502416210597
0,0.4031927813288691
1,0.9925052536861839
1,0.4122212985276029
1,0.9960150707648175
1,0.2269103271674944
1,0.04021010040982531
1,0.06279843491240235
0,0.9328165067637201
0,0.6921414515412173
0,0.15912826422949117
1,0.8433900236217151
0,0.9629624201809602
1,0.9028640566515741
0,0.023662362747365717
1,0.5569365515647859
1,0.9939083929965612
1,0.8690256819934145
1,0.7743194335050309
1,0.9947584885323265
0,0.9652231251540352
0,0.07056512578015539
0,0.007801403770702086
1,0.9561118607890526
1,0.9409236496430861
1,0.9992520333785108
0,0.9989925935031754
1,0.09503687567004276
1,0.05508164319650075
1,0.6550067932891667
1,0.745148422922144
0,0.669233142123352
1,0.13706912351413914
0,0.7844467430427835
0,0.9715289134875708
0,0.9439362357925433
1,0.987469644062722
0,0.03207767111451263
1,0.724751480930186
0,0.9995772468293148
1,0.9994788820296198
0,0.4399889151560256
0,0.0495218879112509
1,0.9405764537834823
1,0.9946531920440246
1,0.9448481769760498
1,0.9927455338046512
0,0.9598970272541805
0,0.005091091483340119
0,0.7891175210455146
0,0.055553195456996635
0,0.003837607939866431
0,0.07643136754827623
0,0.0262813931182312
0,0.8142265684575605
1,0.9746106861082593
1,0.9365497815876554
1,0.8968097529532545
0,0.033140770828068114
0,0.9024209619205765
1,0.953390820724304
1,0.9858752666797602
0,0.03801922678610458
0,0.0018156734493092453
1,0.887802072493244
0,0.6384376548163557
0,0.17468168243970952
1,0.927821149199362
1,0.74323691625632
1,0.04498474070957532
1,0.17401606466913547
1,0.9647859528592178
1,0.5318698236536507
1,0.8848168251358222
0,0.020105513726869733
1,0.9983288663595606
1,0.9678373482097137
0,0.006508790534068898
1,0.946825561207306
1,0.7430718523050089
1,0.6617129321079271
1,0.8853623562053553
1,0.8601839611106638
1,0.5329292990505868
0,0.10546567239313812
1,0.2898407099400086
0,0.10220425929596642
1,0.10779025682905484
1,0.8611171792169545
1,0.5989104103079613
1,0.08866269172209297
1,0.9623264807813132
1,0.984430797440061
0,0.9143269776814497
0,0.05382154596778023
0,0.4333326438440474
0,0.9872027171395182
1,0.9906446617473202
1,0.3012425896551367
0,0.277625728325032
0,0.4115066171893653
1,0.9621630435567623
0,0.028161215510156948
0,0.9830582112589651
1,0.8466820555496275
0,0.00034453167600130086
1,0.994533806015298
0,0.0172919278940184
0,0.4260620022518143
1,0.9921303357868051
1,0.9400553342502318
1,0.012640457760901974
0,0.2702408529393986
0,0.4359494901589838
1,0.9399509075080996
0,0.0015102121457518977
0,0.04879116124753345
0,0.5314790990028777
1,0.964394908519302
0,0.9111604281662642
1,0.704307690372075
1,0.4624364166932059
0,0.5795681803309373
0,0.7315433048139728
0,0.12533605583285862
1,0.9870639105588926
0,0.9854022153091244
1,0.9738892579358658
1,0.8324958456022173
1,0.2262215043467521
0,0.5030757288086375
1,0.2582241830279064
1,0.905416039519325
1,0.5391934991232057
1,0.8996336447376555
0,0.08757968139151423
1,0.18683171963801806
0,0.002426315743191861
0,0.22586666204104666
0,0.010853089358189879
