y_train,ada
1,0.5592290924919782
1,0.5579648323261622
1,0.48836596089575224
1,0.5000633711864163
0,0.654205726894849
0,0.44573976103661145
1,0.7842361905352193
0,0.5449438871527981
0,0.5293018319762833
0,0.603374598923223
0,0.5026682148719881
1,0.6728984025511198
0,0.3252499336625846
0,0.41246873632228404
1,0.5796744239471308
1,0.5899756380939283
0,0.48151428185396083
1,0.6501425743764774
1,0.591696383222296
1,0.5644310960641923
1,0.4555045170561762
1,0.7465540064291345
1,0.5766433689001766
1,0.6127096339447586
0,0.4369615709207332
0,0.5026682148719881
1,0.5766433689001766
0,0.48711163997767976
1,0.6681544169856567
0,0.5894406340588375
1,0.6181769994628271
1,0.6358494092662611
0,0.5501788747312821
0,0.42750534040806204
0,0.5449438871527981
1,0.5711629035316477
1,0.528518788613472
1,0.5906809113032603
1,0.6223957749023031
0,0.42919829460264897
1,0.5261174247973173
1,0.41356330067710645
1,0.5965636600066725
1,0.5906809113032603
1,0.5846233416788885
0,0.4748186383138528
0,0.34308760543086864
1,0.6317169282261791
1,0.6223705896620809
1,0.6171143203371082
0,0.5063208986799127
1,0.46934323725105653
1,0.6922100350512331
1,0.5699065475864351
0,0.5552513716050523
1,0.5857156597224283
1,0.6263262466076737
0,0.374819480043976
1,0.5802671518538001
1,0.6369154676454543
0,0.4021279290237303
0,0.41246873632228404
0,0.544783040939686
1,0.5677982400840564
1,0.584032355569018
1,0.46335735951245055
0,0.374819480043976
1,0.6760207897472899
0,0.3872526722268634
1,0.6597255309409039
0,0.4677428298233347
1,0.5308981214666452
0,0.45882364919338947
1,0.5238248080634297
1,0.4152410892906511
1,0.6822714876853672
0,0.374819480043976
0,0.39962544218527124
0,0.5724859032984607
1,0.5569580547002654
0,0.49396708545364537
1,0.4152410892906511
1,0.5171878240476049
1,0.7189721599872253
0,0.5371717868273724
0,0.34308760543086864
1,0.5293018319762833
0,0.4434881454495007
1,0.4894903684772048
1,0.6369154676454543
0,0.48836596089575224
0,0.36343342572397275
1,0.5492214117215019
0,0.5293018319762833
0,0.47641692412294084
1,0.6501669485352445
0,0.36351060068143026
1,0.6171143203371082
0,0.6369154676454543
1,0.5308981214666452
1,0.6183902725119305
0,0.49084340274783905
0,0.3931828736897608
1,0.5501788747312821
1,0.6462886177602912
1,0.5507809632430654
1,0.48151428185396083
0,0.42919829460264897
0,0.4021279290237303
0,0.374819480043976
1,0.6933287772225907
0,0.4397232393197187
1,0.5569580547002654
1,0.5711629035316477
0,0.5558293189041532
1,0.5009397914273279
0,0.3486045937650205
1,0.5863432994521887
0,0.36351060068143026
0,0.44723394660165694
0,0.374819480043976
1,0.5766433689001766
1,0.5171045294351482
1,0.5990769663967487
1,0.6046381696534749
1,0.5182280842385838
0,0.5132651994876254
1,0.46614773617677846
0,0.42919829460264897
0,0.44451664775756666
1,0.7452489946961848
1,0.5647458482541452
1,0.5906809113032603
1,0.5749546461433906
1,0.4434881454495007
1,0.4070483768800884
1,0.6181769994628271
1,0.6462886177602912
0,0.46185431452614795
0,0.4722210813386439
0,0.5171878240476049
0,0.3931828736897608
1,0.7036156863853733
1,0.6181769994628271
1,0.603374598923223
0,0.6056474254005121
1,0.42763733208849025
1,0.41246873632228404
1,0.6171143203371082
0,0.4066223631766761
0,0.3821790954936896
1,0.5727504984154566
1,0.5644310960641923
1,0.546371824312868
0,0.4739445179858649
0,0.4627257504158639
0,0.5569580547002654
0,0.46614773617677846
0,0.4555045170561762
1,0.4140150977419667
0,0.3252499336625846
0,0.5200984339321333
1,0.5766433689001766
0,0.42763733208849025
0,0.4489437614548275
1,0.5711629035316477
0,0.5170862305618313
0,0.4948433968438716
1,0.6346790219356547
1,0.5026682148719881
0,0.5370888540288409
1,0.5287788731396287
1,0.42919829460264897
1,0.6044221273531222
1,0.6223705896620809
1,0.537100626378197
0,0.5436668827470845
1,0.5809904285799011
0,0.3390620724408997
0,0.4905285264912085
1,0.6479670117441946
0,0.47641692412294084
1,0.6597255309409039
0,0.5026682148719881
1,0.5825852969704682
1,0.5293018319762833
0,0.560337968934856
1,0.5308981214666452
1,0.5894406340588375
0,0.5399873065115558
1,0.5132481594235718
0,0.5415508674330511
0,0.47641692412294084
1,0.5122099348451569
0,0.42216086665803226
0,0.5647458482541452
0,0.4085960218977714
0,0.374819480043976
0,0.374819480043976
1,0.3931828736897608
0,0.4489437614548275
0,0.374819480043976
1,0.5492214117215019
1,0.544783040939686
1,0.5492214117215019
0,0.42007416578243023
1,0.718182261373613
0,0.41839082127719873
0,0.374819480043976
0,0.3931828736897608
1,0.5843956012786814
0,0.546371824312868
0,0.603374598923223
1,0.603374598923223
0,0.5796744239471308
0,0.56616111665216
1,0.6255517869145176
0,0.5033032712091571
1,0.6368906858460937
1,0.4739445179858649
1,0.6700085772453387
1,0.6358494092662611
1,0.4787144047366381
1,0.41718626753230054
0,0.5530847440465009
0,0.5382074352266363
0,0.39962544218527124
1,0.5248336555123574
0,0.5569580547002654
1,0.733247113843857
0,0.3486045937650205
1,0.4816720096170596
1,0.6368906858460937
1,0.5294718642433952
1,0.5766433689001766
1,0.6552229754882817
0,0.5015249555105477
0,0.43802062777515105
0,0.4489437614548275
1,0.6016699377085453
1,0.4964453708222306
1,0.8280477204680975
0,0.6065891006266149
1,0.4722210813386439
1,0.5507809632430654
1,0.5766433689001766
1,0.5579648323261622
0,0.45882364919338947
1,0.48776281686305384
0,0.47641692412294084
0,0.6223705896620809
0,0.4911633926048837
1,0.5992682585995407
0,0.4964185819264154
1,0.5644310960641923
0,0.5906809113032603
1,0.6693514134007447
0,0.40813491055449674
0,0.4082915978516347
1,0.6201232360443245
1,0.6520692767147522
1,0.6358742215014513
1,0.596054066824514
0,0.5308981214666452
0,0.3146838405993706
0,0.4894903684772048
0,0.4022920241336172
0,0.3252499336625846
0,0.3743277707828539
0,0.35227450736407184
0,0.5171045294351482
1,0.623347150365509
1,0.6280815123669945
1,0.5990512277824896
0,0.374819480043976
0,0.560337968934856
1,0.603374598923223
1,0.6501425743764774
0,0.42919829460264897
0,0.396674535402033
1,0.5699328139616994
0,0.49084340274783905
0,0.39962544218527124
1,0.5894406340588375
1,0.5353487143486275
1,0.4021279290237303
1,0.4616931106185054
1,0.5857156597224283
1,0.5552513716050523
1,0.6223957749023031
0,0.3931828736897608
1,0.7307907494583951
1,0.5569580547002654
0,0.3146838405993706
1,0.528518788613472
1,0.4671104461771312
1,0.5990512277824896
1,0.5647458482541452
1,0.6431076270594162
1,0.4782381516939343
0,0.390509772413866
1,0.45498399240554027
0,0.5108597787011396
1,0.5395225749627768
1,0.46335735951245055
1,0.5308981214666452
1,0.4627257504158639
1,0.42007416578243023
1,0.6501425743764774
0,0.5645864088546618
0,0.3931828736897608
0,0.4964185819264154
0,0.5749546461433906
1,0.6443781906822765
1,0.5305469400520072
0,0.5569580547002654
0,0.4199510486016281
1,0.6836280824971439
0,0.4021279290237303
0,0.5606483438323298
1,0.6435869934167032
0,0.3322273535833174
1,0.5650291898957337
0,0.35017621219325795
0,0.5840063217854536
1,0.5965636600066725
1,0.6660601563401539
1,0.41246873632228404
0,0.4739445179858649
0,0.4832636758456475
1,0.6369154676454543
0,0.41470208721181967
0,0.39691505306727304
0,0.49396708545364537
1,0.5853184660307511
0,0.46614773617677846
1,0.5722647206206092
1,0.5699065475864351
0,0.46216748177100503
0,0.5840063217854536
0,0.42069314229985
1,0.7136241081769091
0,0.6223705896620809
1,0.6370996423978863
1,0.5722647206206092
1,0.4551177235352357
0,0.5371717868273724
1,0.4627257504158639
1,0.5507809632430654
1,0.5108865562920032
1,0.6612929648671826
0,0.5026682148719881
1,0.5528915337938111
0,0.34308760543086864
0,0.45012064453768524
0,0.3937891321893794
