y_train,dt
1,0.8524590163934426
1,0.8058252427184466
1,0.625
0,0.625
0,0.1744186046511628
0,0.0625
0,0.07142857142857142
1,0.8058252427184466
1,0.631578947368421
1,0.631578947368421
0,0.1111111111111111
1,0.8058252427184466
0,0.06060606060606061
1,0.6666666666666666
0,0.07142857142857142
1,0.8524590163934426
0,0.9230769230769231
1,0.26785714285714285
0,0.07142857142857142
0,0.1744186046511628
1,0.631578947368421
1,0.6470588235294118
1,0.3835616438356164
1,0.37681159420289856
0,0.3181818181818182
0,0.45454545454545453
0,0.07272727272727272
1,0.8524590163934426
0,0.4909090909090909
0,0.1744186046511628
1,0.8058252427184466
0,0.896551724137931
1,0.8524590163934426
1,0.8524590163934426
1,0.8524590163934426
0,0.8058252427184466
1,0.37681159420289856
1,0.8524590163934426
1,0.9134615384615384
0,0.39436619718309857
0,0.6565656565656566
0,0.631578947368421
1,0.8058252427184466
0,0.4909090909090909
1,0.5
0,0.3835616438356164
1,0.625
0,0.410958904109589
1,0.6470588235294118
1,0.631578947368421
0,0.06060606060606061
1,0.8524590163934426
0,0.7692307692307693
1,0.6666666666666666
1,0.8058252427184466
0,0.26785714285714285
1,0.07272727272727272
1,0.1744186046511628
1,0.6470588235294118
1,0.9134615384615384
1,0.631578947368421
1,0.625
1,0.1744186046511628
0,0.07272727272727272
1,0.631578947368421
1,0.421875
1,0.8524590163934426
0,0.6470588235294118
1,0.8524590163934426
0,0.6666666666666666
1,0.26785714285714285
0,0.8058252427184466
1,0.9134615384615384
0,0.410958904109589
1,0.5
0,0.26785714285714285
1,0.8846153846153846
1,0.8524590163934426
0,0.5806451612903226
1,0.9230769230769231
0,0.1744186046511628
1,0.9230769230769231
1,0.25
1,0.6470588235294118
1,0.8846153846153846
1,0.625
0,0.410958904109589
0,0.5
0,0.45454545454545453
1,0.37681159420289856
1,0.3181818181818182
1,0.6666666666666666
0,0.8846153846153846
0,0.0625
1,0.8846153846153846
0,0.8058252427184466
1,0.5
1,0.8058252427184466
0,0.631578947368421
0,0.4588235294117647
1,0.625
0,0.0625
0,0.07142857142857142
0,0.0625
1,0.631578947368421
1,0.4909090909090909
1,0.8524590163934426
1,0.8846153846153846
1,0.631578947368421
1,0.9134615384615384
0,0.421875
1,0.39436619718309857
0,0.5
1,0.9134615384615384
0,0.8058252427184466
0,0.625
1,0.8524590163934426
0,0.4588235294117647
1,0.631578947368421
0,0.631578947368421
1,0.8058252427184466
1,0.8058252427184466
0,0.9134615384615384
1,0.625
1,0.8058252427184466
1,0.8058252427184466
0,0.37681159420289856
0,0.5
1,0.8846153846153846
0,0.9134615384615384
0,0.9230769230769231
1,0.8524590163934426
0,0.4588235294117647
1,0.1744186046511628
0,0.39436619718309857
0,0.1744186046511628
0,0.6666666666666666
1,0.4588235294117647
1,0.8524590163934426
1,0.8846153846153846
1,0.4588235294117647
1,0.25
1,0.5
1,0.9134615384615384
0,0.6122448979591837
1,0.9230769230769231
0,0.4588235294117647
0,0.421875
0,0.1111111111111111
1,0.896551724137931
1,0.8524590163934426
1,0.625
0,0.6565656565656566
0,0.3181818181818182
1,0.8058252427184466
1,0.8058252427184466
0,0.5
1,0.9134615384615384
0,0.06060606060606061
1,0.9134615384615384
0,0.6470588235294118
1,0.07142857142857142
1,0.9134615384615384
1,0.8058252427184466
1,0.410958904109589
1,0.06060606060606061
1,0.9134615384615384
1,0.625
0,0.8058252427184466
0,0.6565656565656566
1,0.896551724137931
1,0.26785714285714285
0,0.06060606060606061
0,0.8058252427184466
1,0.8524590163934426
1,0.6666666666666666
1,0.8846153846153846
1,0.06060606060606061
1,0.3835616438356164
0,0.39436619718309857
0,0.1744186046511628
1,0.6122448979591837
1,0.631578947368421
0,0.8058252427184466
1,0.7692307692307693
0,0.6565656565656566
1,0.896551724137931
1,0.421875
1,0.410958904109589
1,0.45454545454545453
1,0.8058252427184466
1,0.6666666666666666
0,0.07142857142857142
1,0.8058252427184466
0,0.8846153846153846
1,0.8524590163934426
1,0.8058252427184466
1,0.3181818181818182
1,0.1111111111111111
0,0.631578947368421
1,0.1111111111111111
1,0.6565656565656566
0,0.8058252427184466
1,0.37681159420289856
1,0.5
0,0.625
1,0.5
1,0.6565656565656566
1,0.1744186046511628
1,0.6565656565656566
1,0.8524590163934426
1,0.3835616438356164
1,0.39436619718309857
0,0.8846153846153846
0,0.5
1,0.8058252427184466
0,0.625
0,0.6666666666666666
0,0.8524590163934426
0,0.421875
1,0.8058252427184466
0,0.5
0,0.26785714285714285
1,0.8058252427184466
1,0.6122448979591837
0,0.5806451612903226
1,0.8524590163934426
1,0.8058252427184466
1,0.8524590163934426
1,0.410958904109589
1,0.896551724137931
1,0.625
1,0.8058252427184466
0,0.4588235294117647
0,0.37681159420289856
1,0.6666666666666666
0,0.39436619718309857
1,0.9134615384615384
0,0.8846153846153846
1,0.8524590163934426
1,0.8058252427184466
0,0.896551724137931
0,0.4588235294117647
0,0.8058252427184466
1,0.6565656565656566
1,0.6122448979591837
1,0.6666666666666666
1,0.8524590163934426
0,0.421875
1,0.8058252427184466
1,0.07272727272727272
1,0.6666666666666666
1,0.6565656565656566
1,0.6122448979591837
0,0.8058252427184466
0,0.0625
1,0.8524590163934426
1,0.8846153846153846
1,0.8524590163934426
0,0.8058252427184466
1,0.1744186046511628
1,0.8524590163934426
1,0.8524590163934426
0,0.6565656565656566
1,0.7692307692307693
1,0.4909090909090909
0,0.0625
1,0.7692307692307693
1,0.9134615384615384
0,0.421875
0,0.1111111111111111
0,0.6565656565656566
1,0.8058252427184466
1,0.4909090909090909
1,0.4588235294117647
0,0.06060606060606061
1,0.9134615384615384
0,0.26785714285714285
1,0.8524590163934426
0,0.07272727272727272
1,0.9134615384615384
0,0.410958904109589
1,0.1744186046511628
1,0.07142857142857142
1,0.8524590163934426
0,0.07272727272727272
0,0.1744186046511628
0,0.631578947368421
1,0.631578947368421
0,0.3835616438356164
1,0.1744186046511628
1,0.631578947368421
1,0.8058252427184466
0,0.8058252427184466
0,0.0625
1,0.6565656565656566
0,0.1744186046511628
1,0.3835616438356164
1,0.8058252427184466
0,0.5
0,0.45454545454545453
1,0.625
0,0.631578947368421
0,0.6470588235294118
1,0.8058252427184466
0,0.5
1,0.8524590163934426
0,0.8524590163934426
1,0.410958904109589
1,0.8058252427184466
0,0.410958904109589
0,0.39436619718309857
1,0.8846153846153846
1,0.8524590163934426
1,0.6470588235294118
1,0.1111111111111111
0,0.3181818181818182
0,0.410958904109589
0,0.07142857142857142
1,0.8524590163934426
0,0.5
1,0.631578947368421
1,0.6565656565656566
0,0.3835616438356164
1,0.421875
0,1.0
1,0.631578947368421
0,0.0
0,0.421875
0,0.1744186046511628
1,0.6565656565656566
1,0.37681159420289856
1,0.8524590163934426
1,0.8524590163934426
1,0.421875
0,0.6666666666666666
1,0.26785714285714285
0,0.4588235294117647
0,0.3181818181818182
1,0.8524590163934426
1,0.625
1,0.6565656565656566
1,0.625
1,0.3181818181818182
1,0.3835616438356164
1,0.9134615384615384
1,0.8524590163934426
0,1.0
0,0.3835616438356164
0,0.631578947368421
0,0.5806451612903226
1,0.8058252427184466
1,0.8524590163934426
1,0.8524590163934426
0,0.8058252427184466
1,0.39436619718309857
1,0.1111111111111111
1,0.8524590163934426
0,0.06060606060606061
0,0.45454545454545453
1,0.6122448979591837
1,0.4909090909090909
1,0.6122448979591837
0,0.5
0,0.625
0,0.6666666666666666
0,0.631578947368421
0,0.4588235294117647
1,0.07142857142857142
0,0.07142857142857142
0,0.1111111111111111
1,0.631578947368421
0,0.39436619718309857
0,0.4588235294117647
1,0.6565656565656566
0,0.4909090909090909
0,0.8058252427184466
1,0.4909090909090909
1,0.6565656565656566
0,0.421875
1,0.6565656565656566
1,0.421875
1,0.4909090909090909
1,0.8524590163934426
1,0.5
0,0.6666666666666666
1,0.8058252427184466
0,0.07142857142857142
0,0.8058252427184466
1,0.4909090909090909
0,0.6470588235294118
1,0.8058252427184466
0,0.6565656565656566
1,0.6565656565656566
1,0.625
0,0.6565656565656566
1,0.6122448979591837
1,0.8058252427184466
0,0.3835616438356164
1,0.26785714285714285
0,0.5
0,0.6122448979591837
1,0.6122448979591837
0,0.3835616438356164
0,0.8058252427184466
0,0.26785714285714285
0,0.5
0,0.1744186046511628
1,0.37681159420289856
0,0.3181818181818182
0,0.07272727272727272
1,0.6565656565656566
1,0.6565656565656566
1,0.8058252427184466
0,0.5
1,0.8524590163934426
0,0.37681159420289856
0,0.0625
0,0.3835616438356164
1,0.6122448979591837
0,0.6122448979591837
0,0.9134615384615384
1,0.8524590163934426
0,0.8846153846153846
0,0.9134615384615384
1,0.8846153846153846
0,0.410958904109589
1,0.8524590163934426
1,0.26785714285714285
1,0.8058252427184466
1,0.8524590163934426
1,0.6122448979591837
1,0.3181818181818182
0,0.9134615384615384
0,0.8058252427184466
0,0.07272727272727272
1,0.8058252427184466
0,0.6666666666666666
1,0.8846153846153846
0,1.0
1,0.39436619718309857
1,0.8524590163934426
1,0.0
1,0.8058252427184466
1,0.8524590163934426
0,0.26785714285714285
0,0.39436619718309857
0,0.1744186046511628
1,0.6470588235294118
1,0.410958904109589
1,0.8524590163934426
0,0.8524590163934426
1,0.06060606060606061
1,0.6470588235294118
1,0.631578947368421
1,0.8524590163934426
0,0.421875
1,0.5
0,0.6470588235294118
0,0.8058252427184466
0,0.1744186046511628
1,0.8058252427184466
0,0.4588235294117647
1,0.4909090909090909
0,0.6565656565656566
1,0.8846153846153846
0,0.37681159420289856
0,0.39436619718309857
1,0.896551724137931
1,0.9134615384615384
1,0.8058252427184466
1,0.6565656565656566
0,0.9134615384615384
0,0.06060606060606061
0,0.631578947368421
0,0.26785714285714285
0,0.06060606060606061
0,0.1744186046511628
0,0.45454545454545453
0,0.8058252427184466
1,0.8524590163934426
1,0.8846153846153846
1,0.4909090909090909
0,0.0
0,0.625
1,0.8058252427184466
1,0.8058252427184466
0,0.1744186046511628
0,0.39436619718309857
1,0.8846153846153846
0,0.6470588235294118
0,0.1744186046511628
1,0.8846153846153846
1,0.3181818181818182
1,0.3181818181818182
1,0.5806451612903226
1,0.4588235294117647
1,0.631578947368421
1,0.8524590163934426
0,0.3835616438356164
1,0.8524590163934426
1,0.625
0,0.26785714285714285
1,0.6470588235294118
1,0.5
1,0.8524590163934426
1,0.6666666666666666
1,0.8846153846153846
1,0.8058252427184466
0,0.410958904109589
1,0.4588235294117647
0,0.6122448979591837
1,0.6122448979591837
1,0.410958904109589
1,0.410958904109589
1,0.625
1,1.0
1,0.8524590163934426
0,0.6565656565656566
0,0.5
0,0.6122448979591837
0,0.8058252427184466
1,0.9134615384615384
1,0.421875
0,0.625
0,0.07142857142857142
1,0.8524590163934426
0,0.1744186046511628
0,0.9134615384615384
1,0.7692307692307693
0,0.1744186046511628
1,0.9134615384615384
0,0.26785714285714285
0,0.8524590163934426
1,0.625
1,0.8524590163934426
1,0.39436619718309857
0,0.631578947368421
0,0.410958904109589
1,0.8524590163934426
0,0.39436619718309857
0,0.0
0,0.0
1,0.8524590163934426
0,0.39436619718309857
1,0.8058252427184466
1,0.8524590163934426
0,0.07272727272727272
0,0.4909090909090909
0,0.5806451612903226
1,0.8846153846153846
0,0.9134615384615384
1,0.9134615384615384
1,0.8058252427184466
1,0.0
0,0.6565656565656566
1,0.421875
1,0.4588235294117647
1,0.4588235294117647
1,0.8846153846153846
0,0.6565656565656566
1,0.37681159420289856
0,0.1744186046511628
0,0.5
0,0.07142857142857142
