y_train,cat
1,0.9675408544087558
1,0.7183814120737757
1,0.9164629618498764
0,0.13237818288696523
0,0.15466478634793882
0,0.020575443334963604
0,0.030727910816806727
1,0.9693432338607522
1,0.9426853530642311
1,0.8423165020698403
0,0.13547585445822144
1,0.9897963342471751
0,0.01093201805640104
1,0.9843083508137846
0,0.04893459950712119
1,0.9614286659811416
0,0.2255393188244496
1,0.7874238820065705
0,0.023825874877386286
0,0.0519002589018275
1,0.6103190466377912
1,0.561479800143242
1,0.9070279981279438
1,0.9465754015217693
0,0.35293460557079304
0,0.2145764611474796
0,0.041781413143166704
1,0.9994467243264781
0,0.03799556582133457
0,0.044182517202459144
1,0.8660822922150094
0,0.14518840466135474
1,0.9919171801271804
1,0.9773468636530726
1,0.8896758190178551
0,0.1765632396889126
1,0.9544555572199304
1,0.985999527047684
1,0.9572787167314227
0,0.09257442491191473
0,0.3471735229950573
0,0.16976108637668175
1,0.9549909728035275
0,0.17135011591347704
1,0.7974014325389358
0,0.2302938619885162
1,0.7231029485214489
0,0.045371669892429564
1,0.913867350129188
1,0.7777528973970934
0,0.011249138158120356
1,0.9984716561394756
0,0.1765597532947297
1,0.9781181128575459
1,0.9928076712820562
0,0.07686689861630791
1,0.8797919779344202
1,0.6105012773631252
1,0.9781867275103606
1,0.9352401096099453
1,0.8892056677270928
1,0.8906913751401148
1,0.4853115357551414
0,0.02466892061494703
1,0.8720426237945599
1,0.6092404573853092
1,0.9710454985016556
0,0.27464639691480425
1,0.9819740765662464
0,0.11809362305556459
1,0.9312123289097123
0,0.4945709176060892
1,0.9871824254561746
0,0.2548711588043774
1,0.9184428842049369
0,0.26173340113927757
1,0.9504361384513345
1,0.8820267940211548
0,0.12170532078707592
1,0.9991670690460184
0,0.032421757006976436
1,0.9040652648756243
1,0.7863433235663967
1,0.874989796487361
1,0.8456307577810814
1,0.7664875048983695
0,0.24033295421229023
0,0.1514336746267367
0,0.09118090947389061
1,0.7245930788458257
1,0.5385312363333984
1,0.9315979200274376
0,0.5191649149991053
0,0.018143050754992295
1,0.8798874196325175
0,0.5317780034125605
1,0.7677271017357911
1,0.9259770679581583
0,0.16702480718131102
0,0.26162793691528574
1,0.7997187578666025
0,0.10611162238901947
0,0.017919707228301857
0,0.008496568998665936
1,0.6417950765552296
1,0.9814081234310608
1,0.9761428077541631
1,0.9922771012534015
1,0.5917016883381041
1,0.9504230532944103
0,0.08787319048042558
1,0.9898095893123421
0,0.19730395920430943
1,0.9913943862191588
0,0.25095649092117867
0,0.293968665971129
1,0.9853967313667908
0,0.2951673827144088
1,0.9550100447785757
0,0.23688424138950287
1,0.8279468391205167
1,0.9242693132891409
0,0.22917899870317535
1,0.9101765172343671
1,0.9087795447347446
1,0.9358180013184044
0,0.2414270479602391
0,0.10845908190560528
1,0.9517272624967341
0,0.22360361096844386
0,0.13801186542532673
1,0.9578868998325772
0,0.2832271692601106
1,0.92850351634832
0,0.21848405816942335
0,0.10301289872595477
0,0.07967279774726325
1,0.9824303294735967
1,0.9475689946022287
1,0.9847818035002521
1,0.8669479362534134
1,0.7565106938667905
1,0.7631814304275355
1,0.9992394790904306
0,0.1430220969760405
1,0.9457347129442428
0,0.05506710305126885
0,0.28530490893901334
0,0.13106894158185056
1,0.997360905235895
1,0.9773574560787568
1,0.9888667551751459
0,0.18475648067153908
0,0.22050066680091338
1,0.9252825619273989
1,0.9732776626509908
0,0.1069844420354201
1,0.9199664885106194
0,0.041451126263492746
1,0.9406282555758223
0,0.17993736612322014
1,0.4423492448067766
1,0.795651518219045
1,0.9139376110503069
1,0.6405672073001247
1,0.7366874896986586
1,0.9764114978534196
1,0.8166526360676496
0,0.376373271609548
0,0.24192261888124592
1,0.9229955567680913
1,0.802105984141578
0,0.007235628103160198
0,0.1664678191116413
1,0.9187415190557565
1,0.9898121985514571
1,0.9992853345934628
1,0.6679710830969331
1,0.9506979091019003
0,0.3379291043643391
0,0.024574473752350875
1,0.8793643989385292
1,0.8739679503399369
0,0.530747006040607
1,0.8251271508800193
0,0.3803507213852229
1,0.9709075218106199
1,0.9806366733048886
1,0.7222942872107814
1,0.5063808429435817
1,0.9566002568130162
1,0.9670949743417666
0,0.016954502059063507
