y_train,cat
1,0.9769312990066463
0,0.5389376321209759
1,0.9949938683394229
1,0.9637017745595142
1,0.8369583885960553
1,0.9397934160350168
0,0.16293976151195377
1,0.7040347499269457
1,0.8650794051296814
0,0.2733899699535826
1,0.951769439768987
1,0.7235417537052804
0,0.21407318571845663
1,0.921429274418406
1,0.9162362876068305
1,0.9246297334228205
1,0.9166861616109571
1,0.9306416208913943
1,0.907832299576856
1,0.8762199449370903
0,0.4227156182611708
0,0.09454385522053615
1,0.9934867206592958
0,0.10354857867787336
0,0.2725052342869215
0,0.867969992123843
0,0.24806174346691232
1,0.9664816636947334
0,0.026455282272866826
0,0.08419904160634219
1,0.9056301168741756
1,0.9651010067452969
0,0.4208369027288346
1,0.9919449662214462
1,0.8657144004680614
1,0.8005317647851095
1,0.5800728473208102
1,0.9957013258488553
1,0.8203291175733767
1,0.9702919772605897
0,0.07388787508500773
0,0.10732499239830408
1,0.905781658419746
0,0.13039158639790893
1,0.9562242235760726
0,0.4172577188923983
1,0.9519100985221532
1,0.9492919594670509
0,0.281335779717
0,0.08152023395594092
0,0.23289902931617945
1,0.9046415436415975
1,0.6551539788663687
1,0.8832485039873657
1,0.8921880403096484
0,0.07633064136624897
1,0.8541835293693839
1,0.8192251424895953
1,0.9565190331333628
1,0.8725219857157028
1,0.9016946271618873
0,0.31161468553218774
0,0.044745138190629676
1,0.9875391352072627
1,0.835753597694453
1,0.9251911614519691
0,0.02908786740654432
1,0.8892785245570121
1,0.9709038442730745
1,0.7314797775747179
0,0.24430872048097463
1,0.945837805755573
1,0.9880429329520151
0,0.03285186805588854
1,0.8819154700226969
1,0.9438454570547228
0,0.07375495773954552
0,0.19491703612046202
0,0.3882266303891202
1,0.9411892446806377
1,0.8635699259349704
1,0.7502078454255668
0,0.02402372210344606
1,0.9947524175885242
0,0.09335254918120668
1,0.9856063964446664
0,0.09635260946216376
1,0.6609947469036119
0,0.16526796861451207
1,0.8519100885960046
1,0.8207099869185212
1,0.9875260042992461
0,0.030154278917499073
0,0.05488332880843893
0,0.2758878730116359
1,0.763958267515154
0,0.097328360718148
1,0.7576966328604673
1,0.8443173188890595
1,0.9575888947663834
0,0.3644620972192158
0,0.03170485063251079
1,0.712052201292435
0,0.17828076967821344
1,0.9069381392689418
1,0.9255462188523593
0,0.32187818396369217
0,0.07897619670250262
1,0.8521108649919584
0,0.40718057993040174
0,0.18203143770455915
1,0.9437046647098236
0,0.015246945914955163
1,0.979356145571091
0,0.45926301443233836
1,0.6038878563666356
1,0.9561851842216854
0,0.18171184818953584
0,0.027908994489548956
1,0.9020028585341554
1,0.95386513049666
1,0.7558957285020633
1,0.9245570926510587
0,0.07042923184795623
0,0.10649724944220258
0,0.047412279996004954
1,0.9975628997922165
0,0.3122489884147274
1,0.7718772294503737
1,0.9004906983780122
0,0.2877301763486746
1,0.9092676494903871
0,0.04372569505497018
1,0.9173103555410731
0,0.024612536459982428
0,0.12083117798846073
0,0.08726850995596798
1,0.8217736537960695
1,0.6681556492243477
1,0.9738604362893019
1,0.9547853836752178
1,0.8977108053007663
0,0.2245924112577811
1,0.7412653091148755
0,0.08916669585016652
0,0.09021476754908823
1,0.9951558494099462
1,0.8207578434214079
1,0.8034009140233195
1,0.860449905973128
1,0.597760584760477
1,0.6209862285409102
1,0.9660032340350778
1,0.9871914532736642
0,0.24306416426567962
0,0.159884412729873
0,0.1026947275510027
0,0.06434673902138315
1,0.9884324030123823
1,0.8938484345262421
1,0.7251141135051483
0,0.5184925701427402
1,0.9179100038108879
1,0.674330676853708
1,0.8773953351757877
0,0.06891204395788358
0,0.042569807167347325
1,0.9421788415503114
1,0.914919075001078
1,0.5971535663026137
0,0.24714777311028352
0,0.051927704060959035
0,0.19489875835980314
0,0.0640421452555687
0,0.15010580143613234
1,0.8578296374901715
0,0.01842013026988593
0,0.25989091115623386
1,0.8916838783646018
0,0.12679494495879853
0,0.14507053385131086
1,0.714002972534838
0,0.046585545742905576
0,0.248403043122011
1,0.9689398548231004
1,0.6361963526954745
0,0.3228894307051888
1,0.9385109396698316
1,0.7286458933788221
1,0.9639115802427768
1,0.9493689265362523
1,0.7602732058393588
0,0.4519878706302074
1,0.890612082389994
0,0.016865748127698862
0,0.3614417673213297
1,0.9789699609639624
0,0.2544158694863473
1,0.9917627530163672
0,0.18094959895471538
1,0.9044624323561368
1,0.8893111567363715
0,0.14677946004776385
1,0.7524152248593998
1,0.9106822249879034
0,0.10303663951276436
1,0.8060731215746079
0,0.1655072021531794
0,0.13653072408043632
1,0.8814610580372133
0,0.20356555672552154
0,0.3179355280258343
0,0.10095224880864676
0,0.10010075027635502
0,0.036519982124242865
1,0.46508655196228715
0,0.14239070057882977
0,0.025575869895658892
1,0.9485361610874719
1,0.9151794400993365
1,0.8459561812342088
0,0.09057902883690165
1,0.9889491238158549
0,0.06902772768285982
0,0.054033036804505316
0,0.04618032024037797
1,0.9460762371812351
0,0.3620318930444745
0,0.5409080771264164
1,0.9110641709634121
0,0.1315789814778209
0,0.4777414858619179
1,0.9932431540952757
0,0.16036203391053944
1,0.9868057014138212
1,0.7158045239440929
1,0.9926794524590253
1,0.9374334128082644
1,0.8201467056459759
1,0.6541063075218283
0,0.1349737245565059
0,0.2978542537397054
0,0.08225279075397293
1,0.8659917540844178
0,0.5311216781082112
1,0.9528592052892279
0,0.05604150202490987
1,0.7139768270531522
1,0.9825291955559141
1,0.9182786790957992
1,0.8802839610728688
1,0.9931776755745955
0,0.30605197371371257
0,0.10130082358522305
0,0.05975495227935235
1,0.9773504988879125
1,0.8794561690648475
1,0.9936476435142985
0,0.2452836831117916
1,0.7857134544737215
1,0.7448697029960626
1,0.9274666464711717
1,0.919984479718419
0,0.21714999525403547
1,0.8092894088006294
0,0.20116960091538172
0,0.40658817013850784
0,0.10173785496731658
1,0.970632367747949
0,0.11233695395280766
1,0.8555434496717986
0,0.7072809782715999
1,0.994046138750005
0,0.2577709899727473
0,0.057741822800535636
1,0.9106267362842833
1,0.9909664912082689
1,0.9342110024576797
1,0.9834111036169922
0,0.38457675999812285
0,0.010250418446835712
0,0.20024242283081617
0,0.07600879579618051
0,0.007159686784942426
0,0.11251438291443568
0,0.018213185080082375
0,0.2940065178486183
1,0.9844810105037358
1,0.9577067588647479
1,0.9210453161876774
0,0.020918986524266183
0,0.3576227140255817
1,0.8636824503424321
1,0.945004333183003
0,0.08904965612536074
0,0.020153123448282535
1,0.6824236733455229
0,0.2912206967096891
0,0.08480577143951483
1,0.9680846416924661
1,0.8098350197698447
1,0.6169083631758764
1,0.5223940966236682
1,0.9217814680918143
1,0.7836125759927033
1,0.9480820408653633
0,0.032737334833198774
1,0.9961425421913472
1,0.9475114377846545
0,0.005673191185822611
1,0.95342174524346
1,0.9062178311591611
1,0.9258169503228799
1,0.9299544301434519
1,0.984574143845875
1,0.9612534114066832
0,0.12433575432377837
1,0.7655396629226398
0,0.155885070378085
1,0.8833629367476662
1,0.7164617857466433
1,0.829610095573803
1,0.7114534421594155
1,0.9366650375650444
1,0.9566642467683479
0,0.24001547535463694
0,0.046794624966752636
0,0.2313161139418647
0,0.5530439476795749
1,0.9826907932919217
1,0.7757881785326307
0,0.1890686545480789
0,0.09380610251511719
1,0.9758240942035723
0,0.05348389220955042
0,0.2782457667608888
1,0.946695053736517
0,0.0073523043723633785
1,0.8515435131999926
0,0.026412087532910602
0,0.38033745504207817
1,0.9927171239177554
1,0.9967106848450467
1,0.5257029217206354
0,0.17327710935142904
0,0.21485030310845166
1,0.83260589957929
0,0.032607295932387106
0,0.11680378136733958
0,0.4342739613703654
1,0.9726105441024301
0,0.3050049015275888
1,0.9004367520020691
1,0.8398930257743918
0,0.21206240113213076
0,0.08885747241862438
0,0.06672289788399992
1,0.9619638277723268
0,0.4361328088679992
1,0.9629058142948668
1,0.8028047981816373
1,0.749795290081967
0,0.19760425473016155
1,0.8161963711309281
1,0.8005038892807939
1,0.7889917992561075
1,0.9785094031938744
0,0.1733515659561267
1,0.9171470172766752
0,0.018894846504128943
0,0.06372710385266453
0,0.08450496553990354
